SourceEntityPath;SourceEntityType;EntityLinkType;LinkedEntityPath;LinkedEntityType
\Modèle Objets Métier - MOM\Contrat\Caractéristiques spécifiques\Spécifique Garantie\Lettre de notification d'accord de garantie;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques générales\Informations signalétiques\Libellé contrat;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Instrument Financier\Identification instrument financier\Identification interne\Libellé de l'instrument financier;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Collaborateur\Caractéristiques Collaborateur Externe\Statut contractuelle\Libellé du contrat;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Offre - Produit - Service\Caractéristiques Offre Commerciale\Catégorisation de l'offre\Libellé Offre Commerciale;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Offre - Produit - Service\Caractéristiques Offre Commerciale\Catégorisation de l'offre\Lien de Souscription;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Dossier\Caractéristiques Générales\Documents du dossier\Lien GED;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Tiers\Structuration\Eléments de liens capitalistiques\Liens capitalistiques;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Opportunité d'expérimentation\Caractéristiques expérimentation\Outillage expérimentation\Localisation exécution expérimentation;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques générales\Informations de contractualisation\Préfinancement\Majoration globale souhaitée préfinancement;\Univers\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Opportunité d'expérimentation\Documents Opportunité\Maquette du produit;\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques générales\Informations de contractualisation\Marge d'intérêt;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Informations de gestion\Echéancier - Loyers\Marge sur taux;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques générales\Informations de contractualisation\Paramètres taux et marge\Marge validée;\Univers\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Instrument Financier\Informations de gestion\Valorisation\Market value;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Collaborateur\Caractéristiques Transverses Collaborateurs\Identification du collaborateur\Matricule du collaborateur;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Informations de gestion\Echéancier - Loyers\Garantie de taux\Maturité du financement;\Univers\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques spécifiques\Spécifique Garantie\Mode de règlement de la garantie;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Sûretés\Valorisation sûretés\Mode de valorisation (Automatiquement/Manuellement);\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Instrument Financier\Détention\Position\Moins-value GP;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Instrument Financier\Détention\Position\Moins-value LP;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques spécifiques\Spécifique Garantie\Montant à Payer de la Mise en Jeu;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques spécifiques\Spécifique Garantie\Montant à reverser à l’Etat;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques spécifiques\Spécifique Garantie\Montant annulé en garantie;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Dossier\Eléments d'instruction\Plans de financement\Montant Apport du plan de financement;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Dossier\Eléments d'instruction\Montant autorisé;\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Informations de gestion\Eléments financiers\Montant brut;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Instrument Financier\Détention\Position\Montant cession;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques spécifiques\Spécifique Subvention\Montant d’aide potentiel;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Informations de gestion\Eléments financiers\Montant de commission d'engagement;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Informations de gestion\Eléments financiers\Montant de commission d'engagement intermédiaire;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques spécifiques\Spécifique Subvention\Montant de dépenses déclarées;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques spécifiques\Spécifique Garantie\Montant de l'indemnisation;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques spécifiques\Spécifique Garantie\Montant de la commission annulée;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques spécifiques\Spécifique Garantie\Montant de la commission de garantie;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques spécifiques\Spécifique Garantie\Montant de la mise en jeu;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Informations de gestion\Eléments financiers\Montant de la seconde tranche à verser;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques spécifiques\Spécifique Subvention\Montant de la subvention révisée;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Objet du contrat\Actif\Montant de la valorisation;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques spécifiques\Spécifique Subvention\Montant de subvention;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Dossier\Eléments d'instruction\Plans de financement\Montant demandé;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques spécifiques\Spécifique Garantie\Montant des récupérations;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Flux financiers\Encaissements\Montant du prélèvement;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques spécifiques\Spécifique Garantie\Montant du versement final;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques spécifiques\Spécifique Garantie\Montant du versement provisionnel;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques spécifiques\Spécifique Garantie\Montant du versement Total;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Informations de gestion\Impayé\Montant impayé;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Instrument Financier\Détention\Position\Montant investissement total origine;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Informations de gestion\Eléments financiers\Montant net;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Instrument Financier\Détention\Portefeuille\Montant net investi;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Instrument Financier\Détention\Position\Montant nominal;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Informations de gestion\Perte probable\Montant perte probable capital Bpifrance;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Informations de gestion\Perte probable\Montant perte probable frais Bpifrance;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Informations de gestion\Perte probable\Montant perte probable frais Fonds de garantie;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Informations de gestion\Perte probable\Montant perte probable intérêt Bpifrance;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Informations de gestion\Perte probable\Montant perte probable intérêt couru Bpifrance;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Informations de gestion\Perte probable\Montant perte probable intérêt couru Fonds de garantie;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Informations de gestion\Perte probable\Montant perte probable intérêt Fonds de garantie;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Informations de gestion\Perte probable\Montant perte probable totale Bpifrance;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Informations de gestion\Perte probable\Montant perte probable totale Fonds de garantie;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Sûretés\Bien\Equipement\Rachat équipement\Montant rachat équipement;\Univers\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques spécifiques\Spécifique Garantie\Montant récupération dette;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Instrument Financier\Opération\Transactions\Montant report deport;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques spécifiques\Spécifique Garantie\Montant Total Accessoires suite à la restructuration;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques spécifiques\Spécifique Garantie\Montant Total Intérêts suite à la restructuration;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques spécifiques\Spécifique Garantie\Motif de clôture de la garantie;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques spécifiques\Spécifique Garantie\Motif de déchéance de la garantie;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques spécifiques\Spécifique Garantie\Motif de la demande de MEJ;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Tiers\Structuration\Structuration juridique\Motif de rattachement du tiers au tiers pivot;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Collaborateur\Caractéristiques Collaborateur Interne\Informations collaborateur interne\Nationalité collaborateur interne;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Tiers\Identifications Tiers\Identification\NIC Siège;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Collaborateur\Caractéristiques Collaborateur Interne\Informations collaborateur interne\Niveau d'étude;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Opportunité d'expérimentation\Sources de données concernées\Niveau de classification maximal des données;\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Objet du contrat\Actif\Niveau pollution des sols;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Collaborateur\Caractéristiques Collaborateur Interne\Identité Collaborateur\Etat civil du collaborateur\Nom de famille du collaborateur interne;\Univers\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Collaborateur\Caractéristiques Collaborateur Interne\Informations collaborateur interne\Nom de l'école;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Collaborateur\Caractéristiques Collaborateur Interne\Identité Collaborateur\Etat civil du collaborateur\Nom de naissance;\Univers\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Collaborateur\Caractéristiques Pré-Embauche\Candidat\Nom du candidat;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
